stream_id,step,stream_fraction,exact_f0,hll_estimate,hllp_estimate
8,45000,0.4500,43362,44424.02,44424.02
8,50000,0.5000,48149,48799.62,48799.62
8,55000,0.5500,52933,53468.45,53468.45
8,60000,0.6000,57702,58238.73,58238.73
8,65000,0.6500,62459,62953.91,62953.91
8,70000,0.7000,67234,67772.97,67772.97
8,75000,0.7500,71991,72531.17,72531.17
8,80000,0.8000,76741,77343.02,77343.02
8,85000,0.8500,81507,82575.62,82575.62
8,90000,0.9000,86278,87241.45,87241.45
8,95000,0.9500,91001,91592.08,91592.08
8,100000,1.0000,95754,96785.87,96785.87
9,5000,0.0500,4910,4894.38,4894.38
9,10000,0.1000,9747,9706.47,9706.47
9,15000,0.1500,14575,14485.09,14485.09
9,20000,0.2000,19355,19494.86,19494.86
9,25000,0.2500,24160,24401.10,24401.10
9,30000,0.3000,28959,29282.35,29282.35
9,35000,0.3500,33745,34335.72,34335.72
9,40000,0.4000,38528,39106.12,39106.12
9,45000,0.4500,43299,44364.97,44364.97
9,50000,0.5000,48082,48829.78,48829.78
9,55000,0.5500,52863,53293.31,53293.31
9,60000,0.6000,57613,57900.99,57900.99
9,65000,0.6500,62376,62675.74,62675.74
9,70000,0.7000,67151,67266.84,67266.84
9,75000,0.7500,71893,71887.86,71887.86
9,80000,0.8000,76651,76699.73,76699.73
9,85000,0.8500,81407,81915.14,81915.14
9,90000,0.9000,86147,86281.07,86281.07
9,95000,0.9500,90883,90724.94,90724.94
9,100000,1.0000,95619,95233.53,95233.53
10,5000,0.0500,4879,4848.61,4848.61
10,10000,0.1000,9724,9688.40,9688.40
10,15000,0.1500,14561,14531.15,14531.15
10,20000,0.2000,19375,19386.76,19386.76
10,25000,0.2500,24182,24449.94,24449.94
10,30000,0.3000,28989,29045.16,29045.16
10,35000,0.3500,33766,33894.51,33894.51
10,40000,0.4000,38525,38455.58,38455.58
10,45000,0.4500,43281,43901.82,43901.82
10,50000,0.5000,48055,48346.82,48346.82
10,55000,0.5500,52865,52850.13,52850.13
10,60000,0.6000,57630,57439.57,57439.57
10,65000,0.6500,62366,62261.94,62261.94
10,70000,0.7000,67099,66733.26,66733.26
10,75000,0.7500,71837,71614.59,71614.59
10,80000,0.8000,76603,76496.54,76496.54
10,85000,0.8500,81325,81052.78,81052.78
10,90000,0.9000,86080,85939.39,85939.39
10,95000,0.9500,90789,90347.06,90347.06
10,100000,1.0000,95485,94694.53,94694.53
11,5000,0.0500,4880,4868.78,4868.78
11,10000,0.1000,9703,9659.52,9659.52
11,15000,0.1500,14504,14504.47,14504.47
11,20000,0.2000,19326,19425.99,19425.99
11,25000,0.2500,24124,24308.24,24308.24
11,30000,0.3000,28919,28846.21,28846.21
11,35000,0.3500,33706,33511.19,33511.19
11,40000,0.4000,38486,38185.96,38185.96
11,45000,0.4500,43246,44307.67,44307.67
11,50000,0.5000,48029,48986.24,48986.24
11,55000,0.5500,52806,53715.79,53715.79
11,60000,0.6000,57563,58751.92,58751.92
11,65000,0.6500,62301,63297.52,63297.52
11,70000,0.7000,67084,67953.02,67953.02
11,75000,0.7500,71830,72815.02,72815.02
11,80000,0.8000,76600,77256.33,77256.33
11,85000,0.8500,81389,81887.64,81887.64
11,90000,0.9000,86146,86953.19,86953.19
11,95000,0.9500,90854,91807.05,91807.05
11,100000,1.0000,95593,96635.13,96635.13
12,5000,0.0500,4903,4956.51,4956.51
12,10000,0.1000,9733,9737.25,9737.25
12,15000,0.1500,14560,14609.02,14609.02
12,20000,0.2000,19361,19250.20,19250.20
12,25000,0.2500,24180,24067.52,24067.52
12,30000,0.3000,28971,28904.47,28904.47
12,35000,0.3500,33769,33619.80,33619.80
12,40000,0.4000,38542,38708.46,38708.46
12,45000,0.4500,43333,44229.98,44229.98
12,50000,0.5000,48118,48644.76,48644.76
12,55000,0.5500,52915,53133.66,53133.66
12,60000,0.6000,57676,57798.73,57798.73
12,65000,0.6500,62465,62690.20,62690.20
12,70000,0.7000,67226,67204.31,67204.31
12,75000,0.7500,71994,72064.02,72064.02
12,80000,0.8000,76755,76944.80,76944.80
12,85000,0.8500,81503,81845.10,81845.10
12,90000,0.9000,86246,86456.81,86456.81
12,95000,0.9500,90980,91190.82,91190.82
12,100000,1.0000,95737,95903.16,95903.16
13,5000,0.0500,4902,4887.64,4887.64
13,10000,0.1000,9722,9657.72,9657.72
13,15000,0.1500,14540,14395.76,14395.76
13,20000,0.2000,19357,19285.85,19285.85
13,25000,0.2500,24164,24132.82,24132.82
13,30000,0.3000,28935,29068.72,29068.72
13,35000,0.3500,33739,33518.93,33518.93
13,40000,0.4000,38522,38012.04,38012.04
13,45000,0.4500,43305,43880.77,43880.77
13,50000,0.5000,48095,48574.58,48574.58
13,55000,0.5500,52882,53133.76,53133.76
13,60000,0.6000,57649,57356.40,57356.40
13,65000,0.6500,62423,62061.06,62061.06
13,70000,0.7000,67147,66633.10,66633.10
13,75000,0.7500,71922,71112.24,71112.24
13,80000,0.8000,76682,75918.25,75918.25
13,85000,0.8500,81426,80743.43,80743.43
13,90000,0.9000,86153,85398.29,85398.29
13,95000,0.9500,90879,89911.20,89911.20
13,100000,1.0000,95635,94873.99,94873.99
14,5000,0.0500,4887,4883.60,4883.60
14,10000,0.1000,9693,9708.28,9708.28
14,15000,0.1500,14522,14584.64,14584.64
14,20000,0.2000,19318,19386.76,19386.76
14,25000,0.2500,24140,24194.01,24194.01
14,30000,0.3000,28955,28904.47,28904.47
14,35000,0.3500,33754,33807.67,33807.67
14,40000,0.4000,38533,38581.53,38581.53
14,45000,0.4500,43325,44051.48,44051.48
14,50000,0.5000,48096,48595.30,48595.30
14,55000,0.5500,52866,53123.92,53123.92
14,60000,0.6000,57626,57730.66,57730.66
14,65000,0.6500,62385,62225.18,62225.18
14,70000,0.7000,67161,66757.40,66757.40
14,75000,0.7500,71945,71270.45,71270.45
14,80000,0.8000,76714,75740.39,75740.39
14,85000,0.8500,81490,80430.26,80430.26
14,90000,0.9000,86257,84952.66,84952.66
14,95000,0.9500,91044,89690.33,89690.33
14,100000,1.0000,95789,94106.89,94106.89
15,5000,0.0500,4893,4918.66,4918.66
15,10000,0.1000,9716,9802.60,9802.60
15,15000,0.1500,14520,14497.20,14497.20
15,20000,0.2000,19318,19224.31,19224.31
15,25000,0.2500,24132,24102.32,24102.32
15,30000,0.3000,28938,28898.64,28898.64
15,35000,0.3500,33737,33823.43,33823.43
15,40000,0.4000,38522,38497.46,38497.46
15,45000,0.4500,43295,43897.04,43897.04
15,50000,0.5000,48071,48282.00,48282.00
15,55000,0.5500,52871,53093.68,53093.68
15,60000,0.6000,57635,57872.89,57872.89
15,65000,0.6500,62398,62161.96,62161.96
15,70000,0.7000,67145,66841.72,66841.72
15,75000,0.7500,71888,71290.77,71290.77
15,80000,0.8000,76653,75758.00,75758.00
15,85000,0.8500,81376,80452.31,80452.31
15,90000,0.9000,86126,85062.17,85062.17
15,95000,0.9500,90880,90310.19,90310.19
15,100000,1.0000,95615,94617.04,94617.04
16,5000,0.0500,4906,4895.73,4895.73
16,10000,0.1000,9743,9742.68,9742.68
16,15000,0.1500,14546,14550.58,14550.58
16,20000,0.2000,19357,19462.03,19462.03
16,25000,0.2500,24166,24286.21,24286.21
16,30000,0.3000,28989,29198.94,29198.94
16,35000,0.3500,33778,33839.20,33839.20
16,40000,0.4000,38585,38750.98,38750.98
16,45000,0.4500,43373,44051.83,44051.83
16,50000,0.5000,48141,48921.66,48921.66
16,55000,0.5500,52915,53499.36,53499.36
16,60000,0.6000,57683,58119.83,58119.83
16,65000,0.6500,62446,62778.33,62778.33
16,70000,0.7000,67209,67597.84,67597.84
16,75000,0.7500,71991,72678.04,72678.04
16,80000,0.8000,76750,77440.76,77440.76
16,85000,0.8500,81511,82047.02,82047.02
16,90000,0.9000,86252,86399.80,86399.80
16,95000,0.9500,90980,91050.52,91050.52
16,100000,1.0000,95715,95964.61,95964.61
17,5000,0.0500,4880,4876.86,4876.86
17,10000,0.1000,9699,9688.40,9688.40
17,15000,0.1500,14492,14589.51,14589.51
17,20000,0.2000,19312,19432.53,19432.53
17,25000,0.2500,24125,24141.55,24141.55
17,30000,0.3000,28943,29004.00,29004.00
17,35000,0.3500,33737,34053.58,34053.58
17,40000,0.4000,38517,38782.95,38782.95
17,45000,0.4500,43272,44294.24,44294.24
17,50000,0.5000,48044,49085.23,49085.23
17,55000,0.5500,52811,53456.90,53456.90
17,60000,0.6000,57558,57898.48,57898.48
17,65000,0.6500,62332,62504.46,62504.46
17,70000,0.7000,67087,67021.04,67021.04
17,75000,0.7500,71851,72136.72,72136.72
17,80000,0.8000,76605,76718.91,76718.91
17,85000,0.8500,81329,81354.04,81354.04
17,90000,0.9000,86064,85976.93,85976.93
17,95000,0.9500,90803,90785.63,90785.63
17,100000,1.0000,95530,95479.96,95479.96
18,5000,0.0500,4903,4880.90,4880.90
18,10000,0.1000,9717,9719.14,9719.14
18,15000,0.1500,14549,14596.83,14596.83
18,20000,0.2000,19348,19597.06,19597.06
18,25000,0.2500,24149,24405.53,24405.53
18,30000,0.3000,28937,29169.26,29169.26
18,35000,0.3500,33746,33823.43,33823.43
18,40000,0.4000,38538,38687.23,38687.23
18,45000,0.4500,43335,43941.89,43941.89
18,50000,0.5000,48065,48472.66,48472.66
18,55000,0.5500,52821,52845.44,52845.44
18,60000,0.6000,57584,57554.73,57554.73
18,65000,0.6500,62343,61959.59,61959.59
18,70000,0.7000,67122,66605.91,66605.91
18,75000,0.7500,71874,71451.52,71451.52
18,80000,0.8000,76627,76375.50,76375.50
18,85000,0.8500,81367,81447.69,81447.69
18,90000,0.9000,86109,86358.41,86358.41
18,95000,0.9500,90876,91224.36,91224.36
18,100000,1.0000,95615,96348.55,96348.55
19,5000,0.0500,4915,4918.66,4918.66
19,10000,0.1000,9751,9739.06,9739.06
19,15000,0.1500,14551,14643.20,14643.20
19,20000,0.2000,19368,19501.43,19501.43
19,25000,0.2500,24170,24427.72,24427.72
19,30000,0.3000,28990,29169.26,29169.26
19,35000,0.3500,33797,33784.07,33784.07
19,40000,0.4000,38580,38592.07,38592.07
19,45000,0.4500,43326,44117.85,44117.85
19,50000,0.5000,48077,48636.60,48636.60
19,55000,0.5500,52848,53187.68,53187.68
19,60000,0.6000,57613,57740.07,57740.07
19,65000,0.6500,62356,62130.01,62130.01
19,70000,0.7000,67132,66573.59,66573.59
19,75000,0.7500,71884,71270.54,71270.54
19,80000,0.8000,76624,75980.31,75980.31
19,85000,0.8500,81396,80761.10,80761.10
19,90000,0.9000,86167,85287.22,85287.22
19,95000,0.9500,90913,90126.52,90126.52
19,100000,1.0000,95665,95105.22,95105.22
