stream_id,step,stream_fraction,exact_f0,hll_estimate,hllp_estimate
11,3000,0.3000,2943,2935.76,2935.76
11,3500,0.3500,3425,3440.71,3440.71
11,4000,0.4000,3912,3839.26,3839.26
11,4500,0.4500,4394,4363.65,4363.65
11,5000,0.5000,4880,4825.07,4825.07
11,5500,0.5500,5372,5381.49,5381.49
11,6000,0.6000,5858,5772.75,5772.75
11,6500,0.6500,6333,6308.56,6308.56
11,7000,0.7000,6816,6753.96,6753.96
11,7500,0.7500,7295,7254.99,7254.99
11,8000,0.8000,7777,7830.69,7830.69
11,8500,0.8500,8258,8203.46,8203.46
11,9000,0.9000,8741,8721.51,8721.51
11,9500,0.9500,9227,9114.62,9114.62
11,10000,1.0000,9703,9539.20,9539.20
12,500,0.0500,500,502.30,502.30
12,1000,0.1000,997,991.12,991.12
12,1500,0.1500,1490,1489.93,1489.93
12,2000,0.2000,1977,2067.27,2067.27
12,2500,0.2500,2468,2582.20,2582.20
12,3000,0.3000,2953,2997.07,2997.07
12,3500,0.3500,3440,3459.10,3459.10
12,4000,0.4000,3935,3931.31,3931.31
12,4500,0.4500,4420,4456.29,4456.29
12,5000,0.5000,4903,4963.23,4963.23
12,5500,0.5500,5390,5459.13,5459.13
12,6000,0.6000,5866,6027.37,6027.37
12,6500,0.6500,6348,6527.70,6527.70
12,7000,0.7000,6829,6970.81,6970.81
12,7500,0.7500,7312,7553.50,7553.50
12,8000,0.8000,7793,8012.04,8012.04
12,8500,0.8500,8280,8460.82,8460.82
12,9000,0.9000,8767,8932.02,8932.02
12,9500,0.9500,9256,9416.32,9416.32
12,10000,1.0000,9733,9852.37,9852.37
13,500,0.0500,497,487.70,487.70
13,1000,0.1000,993,983.26,983.26
13,1500,0.1500,1490,1460.37,1460.37
13,2000,0.2000,1974,2030.30,2030.30
13,2500,0.2500,2466,2585.35,2585.35
13,3000,0.3000,2954,2966.32,2966.32
13,3500,0.3500,3444,3377.46,3377.46
13,4000,0.4000,3931,3900.24,3900.24
13,4500,0.4500,4416,4413.25,4413.25
13,5000,0.5000,4902,4854.29,4854.29
13,5500,0.5500,5383,5124.69,5124.69
13,6000,0.6000,5861,5525.96,5525.96
13,6500,0.6500,6347,5835.91,5835.91
13,7000,0.7000,6831,6289.87,6289.87
13,7500,0.7500,7318,7001.24,7001.24
13,8000,0.8000,7802,7539.99,7539.99
13,8500,0.8500,8283,7905.40,7905.40
13,9000,0.9000,8763,8373.86,8373.86
13,9500,0.9500,9245,8874.27,8874.27
13,10000,1.0000,9722,9372.05,9372.05
14,500,0.0500,498,500.67,500.67
14,1000,0.1000,993,978.04,978.04
14,1500,0.1500,1487,1485.65,1485.65
14,2000,0.2000,1976,1980.68,1980.68
14,2500,0.2500,2459,2560.67,2560.67
14,3000,0.3000,2945,2941.10,2941.10
14,3500,0.3500,3433,3343.37,3343.37
14,4000,0.4000,3918,3805.86,3805.86
14,4500,0.4500,4399,4281.68,4281.68
14,5000,0.5000,4887,4722.90,4722.90
14,5500,0.5500,5373,5144.20,5144.20
14,6000,0.6000,5854,5618.57,5618.57
14,6500,0.6500,6327,6167.81,6167.81
14,7000,0.7000,6803,6657.23,6657.23
14,7500,0.7500,7288,7180.16,7180.16
14,8000,0.8000,7772,7571.41,7571.41
14,8500,0.8500,8254,8162.17,8162.17
14,9000,0.9000,8739,8826.42,8826.42
14,9500,0.9500,9216,9278.64,9278.64
14,10000,1.0000,9693,9842.27,9842.27
15,500,0.0500,499,499.04,499.04
15,1000,0.1000,994,999.05,999.05
15,1500,0.1500,1486,1494.22,1494.22
15,2000,0.2000,1979,1973.79,1973.79
15,2500,0.2500,2465,2604.27,2604.27
15,3000,0.3000,2952,3095.38,3095.38
15,3500,0.3500,3433,3566.75,3566.75
15,4000,0.4000,3919,4143.65,4143.65
15,4500,0.4500,4407,4618.69,4618.69
15,5000,0.5000,4893,5127.39,5127.39
15,5500,0.5500,5375,5558.93,5558.93
15,6000,0.6000,5855,5934.13,5934.13
15,6500,0.6500,6338,6414.93,6414.93
15,7000,0.7000,6824,6828.35,6828.35
15,7500,0.7500,7302,7197.35,7197.35
15,8000,0.8000,7787,7670.60,7670.60
15,8500,0.8500,8271,8040.57,8040.57
15,9000,0.9000,8752,8607.06,8607.06
15,9500,0.9500,9234,9096.66,9096.66
15,10000,1.0000,9716,9457.85,9457.85
16,500,0.0500,499,482.88,482.88
16,1000,0.1000,994,980.65,980.65
16,1500,0.1500,1489,1498.53,1498.53
16,2000,0.2000,1985,1987.62,1987.62
16,2500,0.2500,2474,2513.03,2513.03
16,3000,0.3000,2963,2999.64,2999.64
16,3500,0.3500,3454,3427.48,3427.48
16,4000,0.4000,3935,3864.28,3864.28
16,4500,0.4500,4418,4321.50,4321.50
16,5000,0.5000,4906,4778.07,4778.07
16,5500,0.5500,5388,5300.66,5300.66
16,6000,0.6000,5873,5753.74,5753.74
16,6500,0.6500,6359,6306.81,6306.81
16,7000,0.7000,6839,6882.55,6882.55
16,7500,0.7500,7319,7268.81,7268.81
16,8000,0.8000,7802,7746.00,7746.00
16,8500,0.8500,8288,8091.60,8091.60
16,9000,0.9000,8775,8443.78,8443.78
16,9500,0.9500,9263,8802.59,8802.59
16,10000,1.0000,9743,9200.48,9200.48
17,500,0.0500,498,510.50,510.50
17,1000,0.1000,994,1004.37,1004.37
17,1500,0.1500,1482,1494.22,1494.22
17,2000,0.2000,1967,2052.32,2052.32
17,2500,0.2500,2454,2586.31,2586.31
17,3000,0.3000,2940,2956.21,2956.21
17,3500,0.3500,3430,3468.44,3468.44
17,4000,0.4000,3908,3943.09,3943.09
17,4500,0.4500,4394,4448.76,4448.76
17,5000,0.5000,4880,4933.40,4933.40
17,5500,0.5500,5365,5363.13,5363.13
17,6000,0.6000,5846,5759.85,5759.85
17,6500,0.6500,6330,6381.69,6381.69
17,7000,0.7000,6817,6775.30,6775.30
17,7500,0.7500,7291,7176.65,7176.65
17,8000,0.8000,7769,7808.23,7808.23
17,8500,0.8500,8253,8142.36,8142.36
17,9000,0.9000,8733,8581.23,8581.23
17,9500,0.9500,9214,9070.58,9070.58
17,10000,1.0000,9699,9574.59,9574.59
18,500,0.0500,499,515.45,515.45
18,1000,0.1000,993,1020.50,1020.50
18,1500,0.1500,1490,1477.15,1477.15
18,2000,0.2000,1974,1946.66,1946.66
18,2500,0.2500,2465,2392.42,2392.42
18,3000,0.3000,2955,2949.75,2949.75
18,3500,0.3500,3446,3360.94,3360.94
18,4000,0.4000,3935,3875.92,3875.92
18,4500,0.4500,4418,4301.85,4301.85
18,5000,0.5000,4903,4728.66,4728.66
18,5500,0.5500,5384,5159.86,5159.86
18,6000,0.6000,5863,5657.13,5657.13
18,6500,0.6500,6350,6216.20,6216.20
18,7000,0.7000,6832,6710.22,6710.22
18,7500,0.7500,7312,7173.22,7173.22
18,8000,0.8000,7804,7566.06,7566.06
18,8500,0.8500,8274,8025.84,8025.84
18,9000,0.9000,8751,8742.98,8742.98
18,9500,0.9500,9232,9055.08,9055.08
18,10000,1.0000,9717,9594.30,9594.30
19,500,0.0500,499,494.16,494.16
19,1000,0.1000,995,939.78,939.78
19,1500,0.1500,1487,1399.76,1399.76
19,2000,0.2000,1979,1875.56,1875.56
19,2500,0.2500,2468,2322.47,2322.47
19,3000,0.3000,2959,2939.92,2939.92
19,3500,0.3500,3445,3421.58,3421.58
19,4000,0.4000,3932,3804.25,3804.25
19,4500,0.4500,4423,4270.70,4270.70
19,5000,0.5000,4915,4669.94,4669.94
19,5500,0.5500,5403,5197.20,5197.20
19,6000,0.6000,5884,5654.29,5654.29
19,6500,0.6500,6368,6102.90,6102.90
19,7000,0.7000,6852,6663.18,6663.18
19,7500,0.7500,7337,7294.70,7294.70
19,8000,0.8000,7821,7765.37,7765.37
19,8500,0.8500,8303,8222.46,8222.46
19,9000,0.9000,8785,8653.46,8653.46
19,9500,0.9500,9268,9083.58,9083.58
19,10000,1.0000,9751,9739.24,9739.24
