stream_id,step,stream_fraction,exact_f0,hll_estimate,hllp_estimate
3,3500,0.3500,3440,3177.75,3177.75
3,4000,0.4000,3928,3693.60,3693.60
3,4500,0.4500,4421,4335.44,4335.44
3,5000,0.5000,4900,5048.30,5048.30
3,5500,0.5500,5387,5596.96,5596.96
3,6000,0.6000,5877,6159.86,6159.86
3,6500,0.6500,6353,6845.72,6845.72
3,7000,0.7000,6834,7523.99,7523.99
3,7500,0.7500,7306,8100.57,8100.57
3,8000,0.8000,7791,8464.37,8464.37
3,8500,0.8500,8275,8551.37,8551.37
3,9000,0.9000,8762,9403.87,9403.87
3,9500,0.9500,9249,9912.46,9912.46
3,10000,1.0000,9733,10042.57,10042.57
4,500,0.0500,495,481.69,481.69
4,1000,0.1000,988,1019.32,1019.32
4,1500,0.1500,1477,1580.56,1580.56
4,2000,0.2000,1965,2073.31,2073.31
4,2500,0.2500,2451,2434.96,2434.96
4,3000,0.3000,2933,2725.22,2725.22
4,3500,0.3500,3419,3296.00,3296.00
4,4000,0.4000,3904,3684.49,3684.49
4,4500,0.4500,4383,3957.50,3957.50
4,5000,0.5000,4865,4331.62,4331.62
4,5500,0.5500,5353,4864.99,4864.99
4,6000,0.6000,5836,5362.96,5362.96
4,6500,0.6500,6320,5760.27,5760.27
4,7000,0.7000,6800,6487.03,6487.03
4,7500,0.7500,7277,6985.26,6985.26
4,8000,0.8000,7761,7341.68,7341.68
4,8500,0.8500,8247,8356.74,8356.74
4,9000,0.9000,8726,8749.62,8749.62
4,9500,0.9500,9206,9144.68,9144.68
4,10000,1.0000,9683,9642.24,9642.24
5,500,0.0500,500,502.18,502.18
5,1000,0.1000,994,1079.67,1079.67
5,1500,0.1500,1490,1502.03,1502.03
5,2000,0.2000,1979,2006.47,2006.47
5,2500,0.2500,2470,2491.92,2491.92
5,3000,0.3000,2953,2957.48,2957.48
5,3500,0.3500,3441,3390.72,3390.72
5,4000,0.4000,3924,3862.84,3862.84
5,4500,0.4500,4419,4334.36,4334.36
5,5000,0.5000,4905,4771.99,4771.99
5,5500,0.5500,5393,5130.04,5130.04
5,6000,0.6000,5879,5365.89,5365.89
5,6500,0.6500,6365,6385.15,6385.15
5,7000,0.7000,6843,7031.56,7031.56
5,7500,0.7500,7326,7483.51,7483.51
5,8000,0.8000,7812,7865.74,7865.74
5,8500,0.8500,8290,8329.21,8329.21
5,9000,0.9000,8768,8768.62,8768.62
5,9500,0.9500,9251,9225.07,9225.07
5,10000,1.0000,9736,9516.48,9516.48
6,500,0.0500,499,475.21,475.21
6,1000,0.1000,993,894.54,894.54
6,1500,0.1500,1487,1485.46,1485.46
6,2000,0.2000,1974,2163.27,2163.27
6,2500,0.2500,2451,2742.09,2742.09
6,3000,0.3000,2944,3182.15,3182.15
6,3500,0.3500,3433,3598.07,3598.07
6,4000,0.4000,3922,4420.11,4420.11
6,4500,0.4500,4407,5078.62,5078.62
6,5000,0.5000,4883,5696.68,5696.68
6,5500,0.5500,5366,6180.20,6180.20
6,6000,0.6000,5857,6395.02,6395.02
6,6500,0.6500,6337,6863.51,6863.51
6,7000,0.7000,6820,7492.93,7492.93
6,7500,0.7500,7298,7718.49,7718.49
6,8000,0.8000,7783,8139.47,8139.47
6,8500,0.8500,8272,8482.89,8482.89
6,9000,0.9000,8755,8878.19,8878.19
6,9500,0.9500,9240,9461.09,9461.09
6,10000,1.0000,9713,10278.67,10278.67
7,500,0.0500,500,509.40,509.40
7,1000,0.1000,999,1050.62,1050.62
7,1500,0.1500,1491,1602.90,1602.90
7,2000,0.2000,1976,2162.71,2162.71
7,2500,0.2500,2466,2645.43,2645.43
7,3000,0.3000,2955,3124.04,3124.04
7,3500,0.3500,3443,3604.05,3604.05
7,4000,0.4000,3929,3943.74,3943.74
7,4500,0.4500,4402,4314.96,4314.96
7,5000,0.5000,4870,4960.62,4960.62
7,5500,0.5500,5356,5683.57,5683.57
7,6000,0.6000,5834,5809.61,5809.61
7,6500,0.6500,6319,6147.08,6147.08
7,7000,0.7000,6801,6620.74,6620.74
7,7500,0.7500,7276,7295.09,7295.09
7,8000,0.8000,7760,8002.04,8002.04
7,8500,0.8500,8242,8612.17,8612.17
7,9000,0.9000,8729,8897.51,8897.51
7,9500,0.9500,9214,9389.75,9389.75
7,10000,1.0000,9701,9699.38,9699.38
8,500,0.0500,497,532.34,532.34
8,1000,0.1000,990,922.63,922.63
8,1500,0.1500,1487,1556.20,1556.20
8,2000,0.2000,1976,2274.29,2274.29
8,2500,0.2500,2458,2795.72,2795.72
8,3000,0.3000,2938,3293.08,3293.08
8,3500,0.3500,3427,3736.77,3736.77
8,4000,0.4000,3910,4140.57,4140.57
8,4500,0.4500,4394,4473.13,4473.13
8,5000,0.5000,4875,4789.59,4789.59
8,5500,0.5500,5362,5168.61,5168.61
8,6000,0.6000,5852,5576.08,5576.08
8,6500,0.6500,6335,6207.16,6207.16
8,7000,0.7000,6821,6547.80,6547.80
8,7500,0.7500,7308,6777.03,6777.03
8,8000,0.8000,7786,7036.21,7036.21
8,8500,0.8500,8269,7362.95,7362.95
8,9000,0.9000,8753,8040.28,8040.28
8,9500,0.9500,9237,8888.11,8888.11
8,10000,1.0000,9718,9497.55,9497.55
9,500,0.0500,496,488.34,488.34
9,1000,0.1000,989,956.25,956.25
9,1500,0.1500,1482,1461.84,1461.84
9,2000,0.2000,1974,1979.24,1979.24
9,2500,0.2500,2461,2419.55,2419.55
9,3000,0.3000,2954,2867.86,2867.86
9,3500,0.3500,3447,3415.27,3415.27
9,4000,0.4000,3934,3923.42,3923.42
9,4500,0.4500,4424,4575.97,4575.97
9,5000,0.5000,4910,5001.91,5001.91
9,5500,0.5500,5396,5272.75,5272.75
9,6000,0.6000,5881,5934.21,5934.21
9,6500,0.6500,6362,6300.10,6300.10
9,7000,0.7000,6850,6523.49,6523.49
9,7500,0.7500,7337,7043.99,7043.99
9,8000,0.8000,7824,7922.74,7922.74
9,8500,0.8500,8308,8679.56,8679.56
9,9000,0.9000,8784,9075.01,9075.01
9,9500,0.9500,9266,9675.20,9675.20
9,10000,1.0000,9747,9922.16,9922.16
10,500,0.0500,497,509.40,509.40
10,1000,0.1000,989,1034.64,1034.64
10,1500,0.1500,1486,1522.38,1522.38
10,2000,0.2000,1977,2005.05,2005.05
10,2500,0.2500,2460,2393.25,2393.25
10,3000,0.3000,2948,2904.81,2904.81
10,3500,0.3500,3432,3282.42,3282.42
10,4000,0.4000,3916,3728.53,3728.53
10,4500,0.4500,4401,4022.90,4022.90
10,5000,0.5000,4879,4447.95,4447.95
10,5500,0.5500,5365,4819.52,4819.52
10,6000,0.6000,5849,5233.98,5233.98
10,6500,0.6500,6339,5845.72,5845.72
10,7000,0.7000,6822,6231.92,6231.92
10,7500,0.7500,7309,6985.09,6985.09
10,8000,0.8000,7786,7330.32,7330.32
10,8500,0.8500,8275,7580.47,7580.47
10,9000,0.9000,8762,8050.16,8050.16
10,9500,0.9500,9243,8783.62,8783.62
10,10000,1.0000,9724,9091.77,9091.77
11,500,0.0500,496,495.17,495.17
11,1000,0.1000,990,989.61,989.61
11,1500,0.1500,1480,1371.08,1371.08
11,2000,0.2000,1973,1840.95,1840.95
11,2500,0.2500,2455,2365.68,2365.68
11,3000,0.3000,2943,2658.73,2658.73
11,3500,0.3500,3425,3103.25,3103.25
11,4000,0.4000,3912,3608.27,3608.27
11,4500,0.4500,4394,4083.61,4083.61
11,5000,0.5000,4880,4532.06,4532.06
11,5500,0.5500,5372,5181.73,5181.73
11,6000,0.6000,5858,5572.29,5572.29
11,6500,0.6500,6333,6195.58,6195.58
11,7000,0.7000,6816,6492.66,6492.66
11,7500,0.7500,7295,7163.77,7163.77
11,8000,0.8000,7777,7309.89,7309.89
11,8500,0.8500,8258,7804.62,7804.62
11,9000,0.9000,8741,8176.64,8176.64
11,9500,0.9500,9227,8412.09,8412.09
11,10000,1.0000,9703,8894.44,8894.44
12,500,0.0500,500,495.17,495.17
12,1000,0.1000,997,951.78,951.78
12,1500,0.1500,1490,1503.58,1503.58
12,2000,0.2000,1977,2080.79,2080.79
12,2500,0.2500,2468,2479.22,2479.22
12,3000,0.3000,2953,2881.09,2881.09
12,3500,0.3500,3440,3365.95,3365.95
12,4000,0.4000,3935,3778.03,3778.03
12,4500,0.4500,4420,4396.38,4396.38
12,5000,0.5000,4903,4840.39,4840.39
12,5500,0.5500,5390,5349.66,5349.66
12,6000,0.6000,5866,5898.57,5898.57
12,6500,0.6500,6348,6095.49,6095.49
12,7000,0.7000,6829,6405.74,6405.74
12,7500,0.7500,7312,6901.71,6901.71
12,8000,0.8000,7793,7205.01,7205.01
12,8500,0.8500,8280,7676.61,7676.61
12,9000,0.9000,8767,8011.53,8011.53
12,9500,0.9500,9256,8327.09,8327.09
12,10000,1.0000,9733,8587.83,8587.83
13,500,0.0500,497,456.70,456.70
13,1000,0.1000,993,1121.51,1121.51
13,1500,0.1500,1490,1628.46,1628.46
13,2000,0.2000,1974,2296.23,2296.23
13,2500,0.2500,2466,2622.83,2622.83
13,3000,0.3000,2954,2999.53,2999.53
13,3500,0.3500,3444,3388.81,3388.81
13,4000,0.4000,3931,4173.73,4173.73
13,4500,0.4500,4416,4775.36,4775.36
13,5000,0.5000,4902,5158.65,5158.65
13,5500,0.5500,5383,5498.17,5498.17
13,6000,0.6000,5861,5996.64,5996.64
13,6500,0.6500,6347,6448.27,6448.27
13,7000,0.7000,6831,7013.82,7013.82
13,7500,0.7500,7318,7739.02,7739.02
13,8000,0.8000,7802,8069.30,8069.30
13,8500,0.8500,8283,8603.26,8603.26
13,9000,0.9000,8763,9338.28,9338.28
13,9500,0.9500,9245,9710.77,9710.77
13,10000,1.0000,9722,9924.20,9924.20
14,500,0.0500,498,481.69,481.69
14,1000,0.1000,993,937.59,937.59
14,1500,0.1500,1487,1472.96,1472.96
14,2000,0.2000,1976,2000.52,2000.52
14,2500,0.2500,2459,2600.62,2600.62
14,3000,0.3000,2945,3038.96,3038.96
14,3500,0.3500,3433,3381.56,3381.56
14,4000,0.4000,3918,3845.54,3845.54
14,4500,0.4500,4399,4301.89,4301.89
14,5000,0.5000,4887,4943.11,4943.11
14,5500,0.5500,5373,5470.75,5470.75
14,6000,0.6000,5854,6034.03,6034.03
14,6500,0.6500,6327,6484.54,6484.54
14,7000,0.7000,6803,6924.15,6924.15
14,7500,0.7500,7288,7190.64,7190.64
14,8000,0.8000,7772,7400.39,7400.39
14,8500,0.8500,8254,8299.99,8299.99
14,9000,0.9000,8739,8892.57,8892.57
14,9500,0.9500,9216,9395.22,9395.22
14,10000,1.0000,9693,10116.41,10116.41
15,500,0.0500,499,468.89,468.89
15,1000,0.1000,994,964.95,964.95
15,1500,0.1500,1486,1494.30,1494.30
15,2000,0.2000,1979,1953.20,1953.20
15,2500,0.2500,2465,2456.83,2456.83
15,3000,0.3000,2952,3013.45,3013.45
15,3500,0.3500,3433,3587.09,3587.09
15,4000,0.4000,3919,4298.51,4298.51
15,4500,0.4500,4407,4835.84,4835.84
15,5000,0.5000,4893,5449.22,5449.22
15,5500,0.5500,5375,5877.09,5877.09
15,6000,0.6000,5855,6307.78,6307.78
15,6500,0.6500,6338,6777.86,6777.86
15,7000,0.7000,6824,6904.03,6904.03
15,7500,0.7500,7302,7260.47,7260.47
15,8000,0.8000,7787,7451.26,7451.26
15,8500,0.8500,8271,7824.24,7824.24
15,9000,0.9000,8752,8393.76,8393.76
15,9500,0.9500,9234,8695.85,8695.85
15,10000,1.0000,9716,9073.99,9073.99
16,500,0.0500,499,468.89,468.89
16,1000,0.1000,994,864.60,864.60
16,1500,0.1500,1489,1407.13,1407.13
16,2000,0.2000,1985,1939.74,1939.74
16,2500,0.2500,2474,2315.76,2315.76
16,3000,0.3000,2963,2674.49,2674.49
16,3500,0.3500,3454,3129.62,3129.62
16,4000,0.4000,3935,3560.00,3560.00
16,4500,0.4500,4418,4152.87,4152.87
16,5000,0.5000,4906,4584.58,4584.58
16,5500,0.5500,5388,5007.51,5007.51
16,6000,0.6000,5873,5596.70,5596.70
16,6500,0.6500,6359,6341.82,6341.82
16,7000,0.7000,6839,6981.07,6981.07
16,7500,0.7500,7319,7296.51,7296.51
16,8000,0.8000,7802,7778.69,7778.69
16,8500,0.8500,8288,8129.63,8129.63
16,9000,0.9000,8775,8617.99,8617.99
16,9500,0.9500,9263,9089.26,9089.26
16,10000,1.0000,9743,9267.06,9267.06
17,500,0.0500,498,481.69,481.69
17,1000,0.1000,994,955.87,955.87
17,1500,0.1500,1482,1496.98,1496.98
17,2000,0.2000,1967,2073.86,2073.86
17,2500,0.2500,2454,2466.88,2466.88
17,3000,0.3000,2940,2878.08,2878.08
17,3500,0.3500,3430,3394.03,3394.03
17,4000,0.4000,3908,3824.57,3824.57
17,4500,0.4500,4394,4425.70,4425.70
17,5000,0.5000,4880,4772.76,4772.76
17,5500,0.5500,5365,5112.96,5112.96
17,6000,0.6000,5846,5348.99,5348.99
17,6500,0.6500,6330,6080.12,6080.12
17,7000,0.7000,6817,6292.85,6292.85
17,7500,0.7500,7291,6961.77,6961.77
17,8000,0.8000,7769,7355.64,7355.64
17,8500,0.8500,8253,7740.72,7740.72
17,9000,0.9000,8733,8272.08,8272.08
17,9500,0.9500,9214,8914.62,8914.62
17,10000,1.0000,9699,9196.97,9196.97
18,500,0.0500,499,532.34,532.34
18,1000,0.1000,993,967.70,967.70
18,1500,0.1500,1490,1485.78,1485.78
18,2000,0.2000,1974,1945.33,1945.33
18,2500,0.2500,2465,2289.36,2289.36
18,3000,0.3000,2955,2845.02,2845.02
18,3500,0.3500,3446,3185.28,3185.28
18,4000,0.4000,3935,3520.19,3520.19
18,4500,0.4500,4418,3996.35,3996.35
18,5000,0.5000,4903,4317.04,4317.04
18,5500,0.5500,5384,4929.37,4929.37
18,6000,0.6000,5863,5361.41,5361.41
18,6500,0.6500,6350,5856.48,5856.48
18,7000,0.7000,6832,6470.24,6470.24
18,7500,0.7500,7312,6961.27,6961.27
18,8000,0.8000,7804,7366.60,7366.60
18,8500,0.8500,8274,7762.85,7762.85
18,9000,0.9000,8751,8154.19,8154.19
18,9500,0.9500,9232,8544.45,8544.45
18,10000,1.0000,9717,9136.39,9136.39
19,500,0.0500,499,532.34,532.34
19,1000,0.1000,995,884.30,884.30
19,1500,0.1500,1487,1376.73,1376.73
19,2000,0.2000,1979,1985.90,1985.90
19,2500,0.2500,2468,2487.69,2487.69
19,3000,0.3000,2959,2924.84,2924.84
19,3500,0.3500,3445,3291.98,3291.98
19,4000,0.4000,3932,3709.63,3709.63
19,4500,0.4500,4423,4020.85,4020.85
19,5000,0.5000,4915,4474.64,4474.64
19,5500,0.5500,5403,5081.77,5081.77
19,6000,0.6000,5884,5606.00,5606.00
19,6500,0.6500,6368,5924.32,5924.32
19,7000,0.7000,6852,6604.94,6604.94
19,7500,0.7500,7337,7152.30,7152.30
19,8000,0.8000,7821,7574.31,7574.31
19,8500,0.8500,8303,8188.56,8188.56
19,9000,0.9000,8785,8518.50,8518.50
19,9500,0.9500,9268,9204.10,9204.10
19,10000,1.0000,9751,9404.33,9404.33
